id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
﻿1669879400,Dear-迪丽热巴,3771327510882520,也是少女啊 会幻想很帅的蜀黍走到我面前牵起我的手 说道:情深深雨蒙蒙多少楼台烟雨中！你的温！柔！是我今生最大的守候！之类的[呵呵]算了 我还是别想了 天台的朋友们让一让 我要上来了[呵呵] ,"https://ww3.sinaimg.cn/large/63885668jw1elsgwwot0rj20xc0m8180.jpg,https://ww4.sinaimg.cn/large/63885668jw1elsgwvu5lxj20xc0m819r.jpg,https://ww3.sinaimg.cn/large/63885668jw1elsgwxmdtcj20xc0m818t.jpg",,,2014-10-30,iPhone 6,28790,3174,1489,,
1669879400,Dear-迪丽热巴,3768163193331091,这个季节你是为我而来么？对不起当初赶走你 没有我的那些日子你是怎么熬过来的 为什么一气之下抛下我一个人离开 现在你怎么就永远躺在了我的膝下 我们之间的结局注定是用我的爱将你埋葬 到最后我都没有机会问你 挖掘机到底。。。[呵呵] ,https://ww2.sinaimg.cn/large/63885668jw1eliwnc1iz8j20f00qoglv.jpg,,,2014-10-21,iPhone 6,18366,2115,874,,
1669879400,Dear-迪丽热巴,3766374209534090,#体验饥饿#16分钟不能不吃东西的我，目前已经12小时没有进食了，虽然12小时对我来说只是一次体验，但是对于生活在贫困山区的孩子、留守儿童而言，这些都是每天正在经历的。所以和#迪丽热巴益起来#，只需3元就可以为他们提供一份营养加餐！[呵呵]爱加餐 | 微博 | 微公益-以微博之力让世界更美 ,https://ww4.sinaimg.cn/large/63885668jw1eld774um9xj20m80vetgh.jpg,,,2014-10-16,微博 weibo.com,16196,940,299,"体验饥饿,迪丽热巴益起来",
1669879400,Dear-迪丽热巴,3765941408524509,纯爷们从不回头看身后的花火 好在 @DAZZLE-Fashion 装点我[呵呵] 看起来真是轻松逍遥自在 一点都看不到段子手的影子[呵呵]你看到了吗？反正我没有 不过既然说到影子 问题就又要来了。。。。 ,https://ww1.sinaimg.cn/large/63885668jw1elbs0df2mlj20ku0u4ar2.jpg,,,2014-10-15,三星Galaxy NOTE III,17791,1761,604,,DAZZLE-Fashion
1669879400,Dear-迪丽热巴,3765135120540393,早 现代版的越芙糖发早点呢[呵呵] ,https://ww4.sinaimg.cn/large/63885668jw1el97v14pv6j20qo0hs403.jpg,,,2014-10-13,三星Galaxy NOTE III,52302,6858,5942,,
﻿1669879400,Dear-迪丽热巴,3764894215932716,颁奖晚会马上就要开始了 大家们都好漂亮的呢  所以晚上我要穿红棉袄绿秋裤才会赢嚒 看着我耿直的眼神把紧告诉我 在线等 急！[呵呵] ,https://ww2.sinaimg.cn/large/63885668jw1el8gyhoj6rj20pa0pahbs.jpg,,,2014-10-12,三星Galaxy NOTE III,27751,3612,1680,,
1669879400,Dear-迪丽热巴,3762283810941806,还有两天的休息时间了 怎么样？同学们假期有没有变胖？那些在人从众海洋里脚挨不着地儿的朋友你们应该是找到旅行的乐趣了吧？还有宅在家的伙伴们除了月刊少女还有什么好看的分享下咯？其实讲了这么多 我只想问你们穿秋裤没[呵呵] ,https://ww2.sinaimg.cn/large/63885668jw1el05fs9yiwj20xu190kjl.jpg,,,2014-10-05,三星Galaxy NOTE III,28861,4738,1395,,
1669879400,Dear-迪丽热巴,3760189569957045,踏破铁鞋无觅处 汉堡却在灯火阑珊处[呵呵]第一口酥脆 第二口顺滑 真▪迷の美味 @汉堡王中国 [呵呵] ,https://ww3.sinaimg.cn/large/63885668jw1ektgwsn33mj20xc0m8q86.jpg,,,2014-09-29,微博 weibo.com,18402,1181,441,,汉堡王中国
1669879400,Dear-迪丽热巴,3759058139719319,谢谢@DAZZLE-Fashion 让我在《古剑》庆功会上那么安静优雅又富有色彩[呵呵] 隐藏了我平时在微博上的不规则人生[呵呵] ,https://ww3.sinaimg.cn/large/63885668jw1ekpuo0nkfrj20m80xcwy1.jpg,,,2014-09-26,iPhone客户端,20222,1529,466,,DAZZLE-Fashion
1669879400,Dear-迪丽热巴,3758898450723748,嗯，谢谢能有古剑让2014的夏天不再平凡，谢谢你们 @杨幂 @李易峰 @William威廉陈伟霆@乔振宇 @鍾欣潼 @马天宇 @张檬 @陈紫函#郑爽#@张智尧-ken @应昊茗 故事里的人还在延续着他们的故事，现实中的我们要重新起航了。谢谢大家，再见。古剑。重播不算[呵呵] ,https://ww3.sinaimg.cn/large/63885668jw1ekpcmngsc3j20s20nq766.jpg,,,2014-09-26,三星Galaxy NOTE III,25213,1681,1151,郑爽,"杨幂,李易峰,William威廉陈伟霆,乔振宇,鍾欣潼,马天宇,张檬,陈紫函,张智尧-ken,应昊茗"
1669879400,Dear-迪丽热巴,3758339185969268,#古剑终极之战##古剑奇谭# 本周大结局，你们猜我与大师兄的故事将会有怎样的结局？无论师兄作何决定，芙芙必会伴他左右！嗯！是大师兄！不要跟我提二兄我们不太熟呢[呵呵]只要不提昨天那条打脸的微博，我们还是朋友[呵呵] ,https://ww4.sinaimg.cn/large/63885668jw1eknkejaup1j20qo0f0dgo.jpg,,,2014-09-24,三星Galaxy NOTE III,18355,2144,1240,"古剑终极之战,古剑奇谭",
﻿1669879400,Dear-迪丽热巴,3752869276723645,嗯....传说中无时无刻的迷之自拍[呵呵]刚好五张，处女座的朋友们痛吗？ ,"https://ww3.sinaimg.cn/large/63885668jw1ek61f0132hj20p018gqrl.jpg,https://ww3.sinaimg.cn/large/63885668jw1ek61h0u4hhj20pa0paavz.jpg,https://ww2.sinaimg.cn/large/63885668jw1ek61i5ingaj20k00k0wsi.jpg,https://ww2.sinaimg.cn/large/63885668jw1ek61k2e1tlj20pa0pak3y.jpg,https://ww3.sinaimg.cn/large/63885668jw1ek61ra0seaj20oz13u4qp.jpg",,,2014-09-09,三星Galaxy NOTE III,26725,3685,818,,
1669879400,Dear-迪丽热巴,3750300722785347,我已经快要被蚊子叮贫血了[呵呵] ,,,,2014-09-02,三星Galaxy NOTE III,13669,1491,249,,
1669879400,Dear-迪丽热巴,3749934228751549,哎？你们开学了？假期作业今天是不是拿不出手，说不出口？我都毕业了，以后没有假期作业，想睡几点睡几点，真的挺烦躁的[呵呵]那你们加油，总有一天要长大的不是麽。 ,https://ww3.sinaimg.cn/large/63885668jw1ejwr3v7548j20hs0p1jrt.jpg,,,2014-09-01,三星Galaxy NOTE III,18614,2612,759,,
﻿1669879400,Dear-迪丽热巴,3749667324495877,好困啊 好困啊 每天都好困啊 这种时候就应该泡在冰淇淋桶里 边吃边睡 边吃边睡 然后睡醒起来吟首诗：夜来幽梦忽还乡 喜羊羊灰太狼[呵呵]再吃....... ,"https://ww4.sinaimg.cn/large/63885668jw1ejvwckmfwaj213y0ihe6o.jpg,https://ww4.sinaimg.cn/large/63885668jw1ejvwfgzb7nj20p018gx32.jpg,https://ww2.sinaimg.cn/large/63885668jw1ejvwg85peyj20go0tngsy.jpg",,,2014-08-31,三星Galaxy NOTE III,23334,3161,793,,
1669879400,Dear-迪丽热巴,3745704097098230,#古剑奇谭# 今晚10点@湖南卫视 ，陪大师兄下山见小伙伴，有种见男方家属的感觉呢[呵呵]为了师兄在夕阳下流泪的小师妹终于出现了转折。那就10点见吧[呵呵] ,https://ww1.sinaimg.cn/large/63885668jw1ejj9a7btqbj20hs0qojsc.jpg,,,2014-08-20,三星Galaxy NOTE III,16114,1597,830,古剑奇谭,湖南卫视
1669879400,Dear-迪丽热巴,3744686966036831,一寸光阴一寸金  三寸光阴一个鑫 [呵呵] ,https://ww1.sinaimg.cn/large/63885668jw1ejg0gtrc45j216o0vv7ht.jpg,,,2014-08-17,三星Galaxy NOTE III,17988,1585,734,,
1669879400,Dear-迪丽热巴,3743164353789780,#古剑奇谭# 小师妹终于可以和大西轰一起出差啦~历经家访，打台球之后我终于熬出头了，蛮拼的[呵呵]也不知道今天下山会不会有吻戏呢[呵呵]那么就今晚10点湖南卫视不见不散咯，看不到吻戏别怪我[呵呵]拜。 ,https://ww3.sinaimg.cn/large/63885668jw1ejb5lixvqnj20xc0m6h3q.jpg,,,2014-08-13,三星Galaxy NOTE III,15776,2049,1402,古剑奇谭,
﻿1669879400,Dear-迪丽热巴,3738040185103464,完蛋了，我已经16分钟没吃东西了，感觉头晕目眩[呵呵] ,https://ww2.sinaimg.cn/large/63885668jw1eiut3gjziwj20k00k0ao0.jpg,,,2014-07-30,三星Galaxy NOTE III,17946,1533,408,,
1669879400,Dear-迪丽热巴,3736330410626682,谁能解释一下生猴子是什么意思吗？怎么没人说要给我生猴子，不太开心[呵呵] ,https://ww1.sinaimg.cn/large/63885668jw1eipcpr40i0j20hs0hsaae.jpg,,,2014-07-25,三星Galaxy NOTE III,19263,3587,1322,,
1669879400,Dear-迪丽热巴,3735482171564387,#古剑奇谭# 大师兄出差了，天墉城的生活好心塞😒。。。。。 ,"https://ww4.sinaimg.cn/large/63885668jw1eimnajfgq6j20dw1frnhd.jpg,https://ww3.sinaimg.cn/large/63885668jw1eimnaklym7j20qe0hm41l.jpg",,,2014-07-23,iPhone客户端,9528,796,619,古剑奇谭,
﻿1669879400,Dear-迪丽热巴,3734399701072713,@米热MERXAT 弟！哥哥我就一句话！有啥事哥在呢！吃饭啥的都别忘了我！ ,"https://ww1.sinaimg.cn/large/63885668jw1eij6yoacc6j20dc0hsmxi.jpg,https://ww2.sinaimg.cn/large/63885668jw1eij6yqinwjj208c05naa0.jpg",,,2014-07-20,三星Galaxy NOTE III,9850,643,122,,米热MERXAT
1669879400,Dear-迪丽热巴,3730490613838886,#古剑奇谭# 今晚10点@湖南卫视，大师兄不在，我会和翔翔一起保护好屠苏的还有大师兄出门在外眼神不要乱瞄 ,https://ww1.sinaimg.cn/large/63885668jw1ei6q1afqctj20qe0h2t9z.jpg,,,2014-07-09,三星Galaxy NOTE III,6788,841,277,古剑奇谭,湖南卫视
﻿1669879400,Dear-迪丽热巴,3730193485273448,这才是萌萌哒来跟我一起手机百度一下，啥都知道！越位 ,https://ww1.sinaimg.cn/large/63885668jw1ei5rwy8prbj20hs0rxtab.jpg,,,2014-07-08,三星Galaxy NOTE III,2855,264,33,,
1669879400,Dear-迪丽热巴,3728739039152938,每逢半夜胖三斤 ,https://ww4.sinaimg.cn/large/63885668jw1ei14utza02j20hs0hsgm5.jpg,,,2014-07-04,三星Galaxy NOTE III,11139,1185,282,,
1669879400,Dear-迪丽热巴,3728379910264585,陵端已经人格分裂啦[瞧瞧] ,,,,2014-07-03,三星Galaxy NOTE III,4740,300,56,,
﻿1669879400,Dear-迪丽热巴,3728229900695359,#古剑奇谭# 昨晚@电视剧古剑奇谭 首播告捷，全国网收视率1.57/份额10.89%，今晚10点继续锁定@湖南卫视 ，偷偷说，今晚的芙蕖不再是昨晚的那个芙蕖了 ,https://ww4.sinaimg.cn/large/63885668jw1ehzido7gzwj20qe0getcb.jpg,,,2014-07-03,微博 weibo.com,3281,303,122,古剑奇谭,"电视剧古剑奇谭,湖南卫视"
1669879400,Dear-迪丽热巴,3728024002607301,阿翔的叫声为什么看到它被绑起来我好快乐 ,,,,2014-07-02,三星Galaxy NOTE III,3506,299,103,,
1669879400,Dear-迪丽热巴,3727840980129802,#古剑今晚开播# 11小时倒计时！继续保持队形～今日宜看电视，宜吃芒果，宜在晚上10点锁定湖南卫视钻石独播剧场，#古剑奇谭# 与你不见不散！小师妹芙蕖等你哟 ,https://ww1.sinaimg.cn/large/63885668jw1ehy9dcqb6rj20dw4a24qq.jpg,,,2014-07-02,iPhone客户端,2830,215,267,"古剑今晚开播,古剑奇谭",
﻿1669879400,Dear-迪丽热巴,3717519653380652,前两次说到的自己都做到了，这次是希望成为更好的我。和自己的约定第三年了，加油，小胖迪。 ,https://ww1.sinaimg.cn/large/63885668jw1eh1cc1pg8tj20hs0npq3y.jpg,,,2014-06-03,三星Galaxy NOTE III,8525,1090,360,,
﻿1669879400,Dear-迪丽热巴,3710624951679786,我那么爱你，那么疼你，每次都把你留在最后再入口，没想到你总是回应我满脸痘。板栗君，我们分手吧。虽然还没尝过栗子蛋糕，但算了。忘记那些誓言，忘记那些愉快的瞬间，忘记我们曾是彼此的天使。白。 ,https://ww2.sinaimg.cn/large/63885668jw1egfchyyjtaj20gx0bvgm4.jpg,,,2014-05-15,三星Galaxy NOTE III,5605,670,244,,
1669879400,Dear-迪丽热巴,3695214227328402,站在阳光下，连影子都是快乐的。 ,"https://ww3.sinaimg.cn/large/63885668jw1ef26h7osuvj20dc0hsmy3.jpg,https://ww1.sinaimg.cn/large/63885668jw1ef26hdrsgrj20dc0hs3z8.jpg",,,2014-04-03,三星Galaxy NOTE III,11242,1039,342,,
1669879400,Dear-迪丽热巴,3691789796030065,不可能，等了那么久，不可能的。 ,,,,2014-03-24,三星Galaxy NOTE III,4097,752,62,,
﻿1669879400,Dear-迪丽热巴,3686522178251685,等你们 ,https://ww3.sinaimg.cn/large/63885668jw1eeagbxc5k7j20f00qoq60.jpg,,,2014-03-10,三星Galaxy NOTE III,4805,446,95,,
1669879400,Dear-迪丽热巴,3685866625384849,如果我是外星人就好了，我可以带想跟我走的人离开这里到我的星球去，那里没有战争，没有恐惧，没有饥饿，没有疾病，没有天灾，没有人祸。只有快乐，只有幸福。 ,,,,2014-03-08,三星Galaxy NOTE III,7630,1210,500,,
1669879400,Dear-迪丽热巴,3682125008427923,去年我好像还不叫小胖迪[呵呵]所以这一年到底发生了什么。。。 ,"https://ww2.sinaimg.cn/large/63885668jw1edwfagryfdj20hs0nt751.jpg,https://ww4.sinaimg.cn/large/63885668jw1edwfajw3qfj20990hraai.jpg,https://ww1.sinaimg.cn/large/63885668jw1edwfamenplj20d90hst8z.jpg,https://ww3.sinaimg.cn/large/63885668jw1edwfaptfmyj20hd0b9dgd.jpg",,,2014-02-26,三星Galaxy NOTE III,6569,584,133,,
1669879400,Dear-迪丽热巴,3675802123717915,自从看了星星就没在家里唱过歌，虽然隔壁的教授忍了这么久也都没来敲过门 ,,,,2014-02-08,iPhone客户端,4745,436,142,,
1669879400,Dear-迪丽热巴,3665635282559309,放学路上把买的零食都吃光了，不然回家就会被骂。机！智！如！我 ✌ ,"https://ww4.sinaimg.cn/large/63885668jw1ecfti20wnvj20gu0h3q38.jpg,https://ww3.sinaimg.cn/large/63885668jw1ecfti8hqsmj202t02tgle.jpg",,,2014-01-11,中国移动-三星NoteⅡ,8253,944,283,,
﻿1669879400,Dear-迪丽热巴,3661750513730039,年快乐。 ,"https://ww1.sinaimg.cn/large/63885668jw1ec3fci1rtwj20xc18gq8n.jpg,https://ww4.sinaimg.cn/large/63885668jw1ec3fcizcg4j20dc0g4wf3.jpg,https://ww3.sinaimg.cn/large/63885668jw1ec3fcixsf9j20dw0jl757.jpg",,,2014-01-01,中国移动-三星NoteⅡ,6828,661,161,,
1669879400,Dear-迪丽热巴,3656163264674849,金秋，真的好美 ❤在这样的环境下，写写日记什么的好惬意 ,"https://ww1.sinaimg.cn/large/63885668jw1eblllwgs0dj20gu0gu74w.jpg,https://ww3.sinaimg.cn/large/63885668jw1eblllx4z8oj20gu0gumza.jpg,https://ww1.sinaimg.cn/large/63885668jw1eblllxrceaj20gu0gowgu.jpg,https://ww4.sinaimg.cn/large/63885668jw1ebllm2szrlj20gu0guwg3.jpg,https://ww1.sinaimg.cn/large/63885668jw1ebllm3dn6oj20gv0gugmy.jpg",,,2013-12-16,Android客户端,5260,595,158,,
1669879400,Dear-迪丽热巴,3633620407308227,Eid mubarak  inshaa allah . xukri allah .所有穆斯林朋友节日快乐 ,"https://ww1.sinaimg.cn/large/63885668jw1e9lonay83yj20dw0cdq3i.jpg,https://ww3.sinaimg.cn/large/63885668jw1e9lone2c7rj20dw0db74w.jpg",,,2013-10-15,Android客户端,5400,1873,223,,
1669879400,Dear-迪丽热巴,3616744876938218,所有的光鲜、美好都转瞬即逝，永远不会再回来。 ,"https://ww3.sinaimg.cn/large/63885668jw1e83uhdxr79j20970d9aac.jpg,https://ww4.sinaimg.cn/large/63885668jw1e83uital1uj20hs0d9aak.jpg",,,2013-08-29,Android客户端,5904,1638,197,,
1669879400,Dear-迪丽热巴,3615674478351995,何必有那么多的崇拜、有他一个足矣。 ,https://ww1.sinaimg.cn/large/63885668jw1e80fl7025fj20ci0e00th.jpg,,,2013-08-26,Android客户端,11803,1670,507,,
﻿1669879400,Dear-迪丽热巴,3611949529499693,一个风扇就可以帮忙度过这个燥热不安的夏~看我的头冠都快要融化了、说不定头冠是魔芋味的、等它融化流下来就可以顺势吃掉了。。。#@%#%#~好饿。。 ,"https://ww3.sinaimg.cn/large/63885668jw1e7ojrzf81mj20dc0hsmxc.jpg,https://ww4.sinaimg.cn/large/63885668jw1e7ojs3yoknj20dc0hsdgd.jpg",,,2013-08-16,Android客户端,5381,522,112,@%,
1669879400,Dear-迪丽热巴,3608367413455376,其实、从小我就特别喜欢胖乎乎的女生、感觉特别特别可爱、然后自己在心里默默许下愿望、我也要变得那么软绵绵的、后来我的愿望实现了。。。。。[转发]来，吃完散散步吧、并不是每个软绵绵的女生都可爱的[悲催]。。。 ,"https://ww1.sinaimg.cn/large/63885668jw1e7d4diej1gj20hs0npaal.jpg,https://ww3.sinaimg.cn/large/63885668jw1e7d4drev1vj20hs0npq50.jpg",,,2013-08-06,Android客户端,6032,757,276,,
1669879400,Dear-迪丽热巴,3599181073657132,你是不是总是肚子饿。。。。。#古剑奇谭# ,https://ww1.sinaimg.cn/large/63885668jw1e6jtcd4dyrj20hs0qo0uo.jpg,,,2013-07-12,Android客户端,4206,589,436,古剑奇谭,
1669879400,Dear-迪丽热巴,3596095211072851,#电视剧古剑奇谭#芙渠小师妹今天在各位师兄师姐练剑的时候偷偷躲在角落里吃东西。。然后现在肚撑到哭。。。何必呢。。。 ,https://ww4.sinaimg.cn/large/63885668jw1e69yxu7oa7j20hl0qemyf.jpg,,,2013-07-03,Android客户端,4485,786,1179,电视剧古剑奇谭,
﻿1669879400,Dear-迪丽热巴,3585204365333366,去年说好要做内心爷们的淑女做到了，今年是要成长起来，强大起来，一个人的路就算有委屈也是在所难免的，那么坚强的翻滚吧，火锅迪！✌ ,"https://ww4.sinaimg.cn/large/63885668jw1e5b84ybaquj20dc0gogo9.jpg,https://ww2.sinaimg.cn/large/63885668jw1e5b856us5wj20dc0gmgno.jpg",,,2013-06-03,iPhone客户端,6553,1016,397,,
1669879400,Dear-迪丽热巴,3583279573915235,一心向阳 ,https://ww4.sinaimg.cn/large/63885668jw1e5532i2ouej20f00qo0u3.jpg,,,2013-05-29,iPhone客户端,5326,677,398,,
1669879400,Dear-迪丽热巴,3575811753674461,周姑娘，同样的夜景，前些天还一起卖萌，今天居然就杀青了~ ,https://ww1.sinaimg.cn/large/63885668jw1e4h9d2lfjrj20dc0hstab.jpg,,,2013-05-08,iPhone客户端,5116,595,930,,
1669879400,Dear-迪丽热巴,3574863917203374,听说今天晚上8：8分有中央一台有个好看的电视剧，不知道是不是有人想看呢？ ,"https://ww1.sinaimg.cn/large/63885668jw1e4e8enll51j20dc0gbjsi.jpg,https://ww4.sinaimg.cn/large/63885668jw1e4e8jw3d8tj20dc0frjsh.jpg,https://ww1.sinaimg.cn/large/63885668jw1e4e8k5t0wtj20dc0hsmyw.jpg",,,2013-05-06,iPhone客户端,6268,878,183,,
﻿1669879400,Dear-迪丽热巴,3565172008568407,一切美好的事物都是曲折地接近自己的目标，一切笔直都是骗人的，所有真理都是弯曲的，时间本身就是一个圆圈。 ,https://ww2.sinaimg.cn/large/63885668jw1e3jbgl1cmmj.jpg,,,2013-04-09,iPhone客户端,5130,616,360,,
﻿1669879400,Dear-迪丽热巴,3555665131814896,我就是胖啦胖啦，怎样怎样，啦啦啦………~~~~~~ ,https://ww4.sinaimg.cn/large/63885668jw1e2ozlznxd3j.jpg,,,2013-03-14,iPhone客户端,5849,897,320,,
1669879400,Dear-迪丽热巴,3539407233601094,🌸现在才发，是不是很晚🌸 『【陈柏霖官方后援会】Cyber-shot RX100 光是我的向导』  视频 ,https://ww1.sinaimg.cn/large/63885668jw1e194f0ojlhj.jpg,,,2013-01-28,爱马克,2992,416,140,,
1669879400,Dear-迪丽热巴,3530735661065051,喵~ ,https://ww2.sinaimg.cn/large/63885668jw1e0hgi15qftj.jpg,,,2013-01-04,iPhone客户端,6964,1001,302,,
1669879400,Dear-迪丽热巴,3529571599135645,新的一年~我要每天都快乐💜~ ,https://ww2.sinaimg.cn/large/63885668jw1e0dqt678ocj.jpg,,,2013-01-01,iPhone客户端,7092,931,246,,
﻿uid,用户昵称,id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
1669879400,Dear-迪丽热巴,4410340013663515,#送一百位女孩回家# 大家好，我又坐过山车了，还坐了两次，不用排队的那种感谢@丁丁张 老师带我去游乐园玩，聊了很多过去，思考了些许未来。但最重要的还是坐了过山车～总之这是一段超开心的经历 《送一百位女孩回家第三季》迪丽热巴嗨唱土味神曲超洗脑 调侃自己桃花运差 ,,https://data.vod.itc.cn/?new=/255/54/CxnA1l4vSw2tTcGwO8ofjG.mp4&vid=5644296&u=2&key=hD5Nqod5zivHIT28VFom6f-MKOYQtoIn&plat=&mkey=7RaKwR_IH89palX0vgb5PSFZBnRqBVTX&ch=v&user=api&prod=weibo,,2019-08-28,,269991,467148,1000000,送一百位女孩回家,丁丁张
1669879400,Dear-迪丽热巴,4410207293190096,#微博十年##我和微博的那些事# 熬最晚的夜，刷最有趣的微博～祝微博十周年生日快乐～ ,https://wx2.sinaimg.cn/large/63885668ly1g6f6f6yyjzj20yi1vcx4q.jpg,,,2019-08-28,,232795,166284,1000000,"微博十年,我和微博的那些事",
1669879400,Dear-迪丽热巴,4408391507691242,当获得小小成就有了一些积累后，很多人都会期待拥有一个美好的新家。作为@居理新房 品牌代言人，希望每个人都能找到自己的理想新房。 Dear-迪丽热巴的微博视频 ,,"http://f.video.weibocdn.com/003yCdPGlx07wrgRUySQ01041200kwVU0E010.mp4?label=mp4_720p&template=1280x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1567219060&ssig=Lhk45ZOpu1&KID=unistore,video",,2019-08-23,,308652,497465,1000000,,居理新房
1669879400,Dear-迪丽热巴,4405884530347773,#我要泡泡白#我的新宠“黑人密泡小苏打牙膏”上线啦！泡泡白一出，笑容bling爆全场！敢和我pk吗？@黑人牙膏官方微博 Dear-迪丽热巴的微博视频 ,,"http://f.video.weibocdn.com/004c7V3Qlx07wgqnQCFW010412003Ga50E010.mp4?label=mp4_hd&template=540x960.24.0&trans_finger=8b4ba5dd910e61a4f562dadf6cd9a4e8&Expires=1567219038&ssig=0mX2YWVpoi&KID=unistore,video",,2019-08-16,,412393,574736,1000000,我要泡泡白,黑人牙膏官方微博
1669879400,Dear-迪丽热巴,4403025562890184,各位潮搭特长生这个夏天可别让你的衣橱闲着来@adidasneo 潮流衣橱周➡️网页链接新鲜穿搭不放假！#生来好动#adidas_neo的秒拍视频 ,,http://gslb.miaopai.com/stream/k1MA7YS-EgsMlMZC9urEZPmPyrSkAdO6VaaIzw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2019-08-08,,427143,439276,1000000,生来好动,adidasneo
1669879400,Dear-迪丽热巴,4402632736773695,这个节日你们过就好了 不用管我 ,https://wx4.sinaimg.cn/large/63885668ly1g5r0howiwqj21jv233e0z.jpg,,,2019-08-07,,1275256,1000000,1000000,,
1669879400,Dear-迪丽热巴,4401908489395617,#忘不掉的柔顺发香#如果我藏起来了？你们能找到我吗？告诉你们个小秘密，只要跟着@飘柔Rejoice 香氛洗护系列带来的柔顺发香，一定能够第一时间找到我哦！飘柔Rejoice的秒拍视频 ,,"http://gslb.miaopai.com/stream/ArSsuTpyP9KFb6XTArvy29mAIHybYOYK1qhQdg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_ld&mpflag=16&Expires=1567219060&ssig=UplvdvF90K&KID=unistore,video",,2019-08-05,,408929,339143,1000000,忘不掉的柔顺发香,飘柔Rejoice
﻿1669879400,Dear-迪丽热巴,4398397307942810,推开反转门，穿上叛逆香气，可甜可酷，你爱的样子我都有。IN LOVE with #YSL反转巴黎#花溢香水 Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/003rb1AAlx07vJhApNzW01041200eau30E010.mp4?label=mp4_720p&template=1280x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1567219094&ssig=CAkrPqy8rn&KID=unistore,video",,2019-07-26,,358831,360425,1000000,YSL反转巴黎,
1669879400,Dear-迪丽热巴,4395418085426118,#和爱豆一起读书# 强国一代，#榜样阅读# 我在@中国青年报  @酷我音乐  为大家阅读法国小说家儒勒·凡尔纳的《海底两万里》，让我们一起在文字中回归初心，在经典中找寻梦想，在最美的青春年华里爱上阅读。@榜样阅读中国青年报的秒拍视频 ,,"http://f.us.sinaimg.cn/000PeCKblx07vw5LUIZa01041200ieqV0E010.mp4?label=mp4_720p&template=1280x720.23.0&trans_finger=a87da1c6178d5444b62c5ada7e5dbbce&Expires=1567219094&ssig=AYolGsZaXH&KID=unistore,video",,2019-07-18,,292649,201074,1000000,"和爱豆一起读书,榜样阅读","中国青年报,酷我音乐,榜样阅读"
﻿1669879400,Dear-迪丽热巴,4394059134717637,#瓶盖挑战# 有些瓶盖，一旦错过就还在#极限挑战# Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/003egKrqlx07vqbLeZe801041200acl80E010.mp4?label=mp4_720p&template=1280x720.23.0&trans_finger=bead91e89870c048e540ef7cd58c7c03&Expires=1567219104&ssig=71VOoMiTNg&KID=unistore,video",,2019-07-14,,474305,225155,1000000,"瓶盖挑战,极限挑战",
1669879400,Dear-迪丽热巴,4393551061952470,@路易威登 经典中不断创新的LV记录成长的LV爱了爱了#路易威登成长轨迹# ,"https://wx2.sinaimg.cn/large/63885668ly1g4y1gi8oztj23gg56o1kz.jpg,https://wx4.sinaimg.cn/large/63885668ly1g4y1glpurpj237m4tgkjm.jpg,https://wx4.sinaimg.cn/large/63885668ly1g4y1gqa621j22az3gg4qr.jpg,https://wx4.sinaimg.cn/large/63885668ly1g4y1gv0bbxj237q4tlx6r.jpg,https://wx3.sinaimg.cn/large/63885668ly1g4y1gxwa5tj23de5231ky.jpg,https://wx1.sinaimg.cn/large/63885668ly1g4y1h3gmkcj23gg56o4qr.jpg,https://wx1.sinaimg.cn/large/63885668ly1g4y1gdclhuj23gg56ou0y.jpg,https://wx1.sinaimg.cn/large/63885668ly1g4y1h8f595j23gg56ox6s.jpg,https://wx3.sinaimg.cn/large/63885668ly1g4y1hb9egaj24ra366e82.jpg",,,2019-07-13,,561501,384332,1000000,路易威登成长轨迹,路易威登
